,tad,lambdan,p-value,n,max.lambdan
2614,chr9:124850000-125580000,-0.566666667,0.570940672,15,1.772670408
62,chr10:32740000-33440000,-0.566666667,0.570940672,15,1.72704099
208,chr11:14540000-15240000,-0.566666667,0.570940672,15,1.811783181
463,chr13:20750000-21490000,-0.566666667,0.570940672,15,1.727277971
791,chr17:58780000-59470000,-0.566666667,0.570940672,15,1.83609962
809,chr17:31360000-32070000,-0.566666667,0.570940672,15,1.909534555
903,chr19:580000-1260000,-0.566666667,0.570940672,15,1.947987359
1065,chr1:210610000-211340000,-0.566666667,0.570940672,15,1.908310149
1089,chr1:177200000-177910000,-0.566666667,0.570940672,15,1.908867426
1252,chr21:39050000-39790000,-0.566666667,0.570940672,15,1.744854512
1304,chrX:51220000-51910000,-0.566666667,0.570940672,15,1.747845312
1361,chrX:12050000-12780000,-0.566666667,0.570940672,15,1.553426086
1520,chr2:40100000-40820000,-0.566666667,0.570940672,15,1.999997884
1575,chr2:125790000-126490000,-0.566666667,0.570940672,15,1.83759037
1698,chr3:41930000-42610000,-0.566666667,0.570940672,15,1.816583603
1738,chr3:30050000-30770000,-0.566666667,0.570940672,15,1.713281413
1877,chr4:20780000-21470000,-0.566666667,0.570940672,15,1.661208317
1940,chr4:182540000-183240000,-0.566666667,0.570940672,15,1.73280252
2022,chr5:158710000-159410000,-0.566666667,0.570940672,15,1.78650016
2098,chr5:60250000-60960000,-0.566666667,0.570940672,15,1.893656344
2352,chr7:12550000-13300000,-0.566666667,0.570940672,15,1.896812146
2427,chr7:106810000-107520000,-0.566666667,0.570940672,15,1.791092833
2520,chr8:101640000-102310000,-0.566666667,0.570940672,15,1.844600918
41,chr10:102800000-103540000,-0.566666667,0.570940672,15,1.778913539
120,chr11:54800000-55550000,-0.566666667,0.570940672,15,1.73028734
133,chr11:13760000-14480000,-0.566666667,0.570940672,15,1.970217401
205,chr11:130840000-131550000,-0.566666667,0.570940672,15,1.966581361
287,chr12:10910000-11640000,-0.566666667,0.570940672,15,1.774834331
364,chr12:116400000-117130000,-0.566666667,0.570940672,15,2.126574358
366,chr12:129680000-130400000,-0.566666667,0.570940672,15,1.67969438
400,chr13:26700000-27450000,-0.566666667,0.570940672,15,1.647744576
459,chr13:22190000-22870000,-0.566666667,0.570940672,15,1.95804716
520,chr14:46940000-47610000,-0.566666667,0.570940672,15,1.688034926
545,chr14:80630000-81330000,-0.566666667,0.570940672,15,1.720556833
640,chr15:76470000-77180000,-0.566666667,0.570940672,15,1.83983281
736,chr17:21510000-22260000,-0.566666667,0.570940672,15,2.052364482
776,chr17:1560000-2260000,-0.566666667,0.570940672,15,1.962425881
853,chr18:44570000-45290000,-0.566666667,0.570940672,15,1.651744015
917,chr19:44330000-45040000,-0.566666667,0.570940672,15,2.087127918
931,chr19:56190000-56870000,-0.566666667,0.570940672,15,1.859719698
1071,chr1:39510000-40230000,-0.566666667,0.570940672,15,2.093902955
1293,chr22:36930000-37610000,-0.566666667,0.570940672,15,2.006547728
1345,chrX:7950000-8700000,-0.566666667,0.570940672,15,1.864529503
1392,chr2:91620000-92320000,-0.566666667,0.570940672,15,2.260628407
1479,chr2:48040000-48710000,-0.566666667,0.570940672,15,2.206009455
1553,chr2:145830000-146550000,-0.566666667,0.570940672,15,1.833011747
1722,chr3:128330000-129030000,-0.566666667,0.570940672,15,1.821140445
1725,chr3:115600000-116330000,-0.566666667,0.570940672,15,2.298690417
1739,chr3:143600000-144330000,-0.566666667,0.570940672,15,1.73133114
1759,chr3:188970000-189660000,-0.566666667,0.570940672,15,1.926732185
1838,chr4:690000-1380000,-0.566666667,0.570940672,15,1.782490155
1891,chr4:104130000-104850000,-0.566666667,0.570940672,15,1.774740582
2008,chr5:13960000-14680000,-0.566666667,0.570940672,15,1.834140526
2070,chr5:32680000-33390000,-0.566666667,0.570940672,15,1.754922137
2072,chr5:40900000-41640000,-0.566666667,0.570940672,15,1.862113576
2129,chr6:56460000-57200000,-0.566666667,0.570940672,15,2.287550174
2327,chr7:149980000-150700000,-0.566666667,0.570940672,15,1.724148385
2330,chr7:147950000-148690000,-0.566666667,0.570940672,15,2.138636955
2368,chr7:115770000-116480000,-0.566666667,0.570940672,15,1.819145146
2466,chr8:48210000-48940000,-0.566666667,0.570940672,15,1.892400146
2560,chr8:130020000-130740000,-0.566666667,0.570940672,15,1.820723395
49,chr10:64190000-64900000,-0.566666667,0.570940672,15,1.91129083
86,chr10:28920000-29620000,-0.566666667,0.570940672,15,1.723968151
157,chr11:128030000-128720000,-0.566666667,0.570940672,15,1.913357372
601,chr15:37480000-38160000,-0.566666667,0.570940672,15,1.736186658
723,chr16:56850000-57570000,-0.566666667,0.570940672,15,1.874815251
844,chr18:20370000-21060000,-0.566666667,0.570940672,15,1.797258093
867,chr18:5070000-5780000,-0.566666667,0.570940672,15,1.7772073
1059,chr1:32860000-33560000,-0.566666667,0.570940672,15,1.96235805
1063,chr1:237080000-237760000,-0.566666667,0.570940672,15,1.920073383
1243,chr21:35020000-35730000,-0.566666667,0.570940672,15,1.784407807
1290,chr22:28990000-29660000,-0.566666667,0.570940672,15,1.975667762
1411,chr2:241970000-242690000,-0.566666667,0.570940672,15,1.809958556
1467,chr2:171090000-171760000,-0.566666667,0.570940672,15,1.820527815
1482,chr2:167380000-168060000,-0.566666667,0.570940672,15,1.892987171
1555,chr2:124780000-125490000,-0.566666667,0.570940672,15,1.749027276
1556,chr2:65860000-66590000,-0.566666667,0.570940672,15,2.015495135
1560,chr2:129470000-130190000,-0.566666667,0.570940672,15,1.791052648
1711,chr3:74280000-74990000,-0.566666667,0.570940672,15,1.792885274
1733,chr3:24030000-24720000,-0.566666667,0.570940672,15,1.827139305
1746,chr3:124640000-125310000,-0.566666667,0.570940672,15,1.984846653
1779,chr3:132440000-133120000,-0.566666667,0.570940672,15,1.864938435
1867,chr4:138040000-138720000,-0.566666667,0.570940672,15,1.741594238
2090,chr5:67570000-68300000,-0.566666667,0.570940672,15,1.819053535
2388,chr7:151820000-152520000,-0.566666667,0.570940672,15,2.447434826
2479,chr8:87880000-88580000,-0.566666667,0.570940672,15,1.928614466
2621,chr9:86220000-86950000,-0.566666667,0.570940672,15,1.932823925
121,chr11:50040000-50750000,-0.566666667,0.570940672,15,1.756978509
275,chr12:3960000-4660000,-0.566666667,0.570940672,15,1.973436562
595,chr15:49730000-50450000,-0.566666667,0.570940672,15,1.707643408
858,chr18:19560000-20300000,-0.566666667,0.570940672,15,1.837568817
915,chr19:9230000-9920000,-0.566666667,0.570940672,15,1.852203624
1157,chr1:203000000-203750000,-0.566666667,0.570940672,15,1.751517247
1347,chrX:30980000-31690000,-0.566666667,0.570940672,15,1.827993138
1702,chr3:159540000-160210000,-0.566666667,0.570940672,15,1.72223932
1886,chr4:3540000-4210000,-0.566666667,0.570940672,15,1.917134619
1911,chr4:177280000-177980000,-0.566666667,0.570940672,15,1.779774052
1990,chr5:94980000-95670000,-0.566666667,0.570940672,15,1.660676515
2335,chr7:71250000-71970000,-0.566666667,0.570940672,15,1.766529981
399,chr13:51700000-52410000,-0.566666667,0.570940672,15,1.728384503
1039,chr1:115490000-116160000,-0.566666667,0.570940672,15,1.850001694
1422,chr2:112610000-113330000,-0.566666667,0.570940672,15,1.995606331
1713,chr3:43570000-44290000,-0.566666667,0.570940672,15,1.863719007
1897,chr4:81270000-81970000,-0.566666667,0.570940672,15,1.563841131
2017,chr5:119160000-119900000,-0.566666667,0.570940672,15,1.783951725
553,chr14:56170000-56930000,-0.5625,0.573775404,16,1.966867843
1493,chr2:153650000-154420000,-0.5625,0.573775404,16,2.007398446
531,chr14:36330000-37070000,-0.5625,0.573775404,16,1.948283328
1033,chr1:11080000-11830000,-0.5625,0.573775404,16,2.393933271
2448,chr8:46890000-47610000,-0.5625,0.573775404,16,2.00385497
80,chr10:33600000-34380000,-0.5625,0.573775404,16,2.032462628
296,chr12:80780000-81550000,-0.5625,0.573775404,16,1.906127948
411,chr13:91810000-92570000,-0.5625,0.573775404,16,2.272932195
714,chr16:24530000-25260000,-0.5625,0.573775404,16,1.877369936
982,chr1:233490000-234220000,-0.5625,0.573775404,16,1.806619792
1288,chr22:44340000-45060000,-0.5625,0.573775404,16,2.004514853
1325,chrX:19380000-20150000,-0.5625,0.573775404,16,1.961071949
2101,chr5:73190000-73950000,-0.5625,0.573775404,16,1.860399093
2120,chr5:123860000-124620000,-0.5625,0.573775404,16,2.1025318
2509,chr8:20860000-21630000,-0.5625,0.573775404,16,1.945761306
2550,chr8:29180000-29930000,-0.5625,0.573775404,16,2.024950712
2653,chr9:20350000-21120000,-0.5625,0.573775404,16,1.923054992
244,chr12:28200000-29000000,-0.5625,0.573775404,16,2.04701326
327,chr12:42970000-43730000,-0.5625,0.573775404,16,1.820189225
354,chr12:24180000-24950000,-0.5625,0.573775404,16,1.74806587
720,chr16:67510000-68270000,-0.5625,0.573775404,16,1.928689005
722,chr16:86590000-87310000,-0.5625,0.573775404,16,1.834481232
766,chr17:60730000-61480000,-0.5625,0.573775404,16,1.850261817
1285,chr22:48940000-49700000,-0.5625,0.573775404,16,2.105985105
1330,chrX:53260000-54050000,-0.5625,0.573775404,16,2.004648933
1704,chr3:98740000-99490000,-0.5625,0.573775404,16,1.769155697
1852,chr4:171050000-171830000,-0.5625,0.573775404,16,2.16156972
1853,chr4:103340000-104060000,-0.5625,0.573775404,16,1.970900373
1890,chr4:169080000-169830000,-0.5625,0.573775404,16,1.926419388
1906,chr4:143040000-143760000,-0.5625,0.573775404,16,1.855216882
2060,chr5:910000-1660000,-0.5625,0.573775404,16,1.869091909
2105,chr5:76810000-77570000,-0.5625,0.573775404,16,2.479824704
2261,chr6:107430000-108180000,-0.5625,0.573775404,16,2.073366068
2370,chr7:134110000-134900000,-0.5625,0.573775404,16,1.696047796
2517,chr8:141670000-142430000,-0.5625,0.573775404,16,2.334245656
2566,chr8:140670000-141420000,-0.5625,0.573775404,16,1.983116657
2630,chr9:127350000-128140000,-0.5625,0.573775404,16,1.830413149
2663,chr9:131020000-131790000,-0.5625,0.573775404,16,1.578997341
425,chr13:101780000-102530000,-0.5625,0.573775404,16,2.118722376
442,chr13:75050000-75820000,-0.5625,0.573775404,16,1.746726948
767,chr17:75320000-76070000,-0.5625,0.573775404,16,1.851884008
963,chr1:174200000-174960000,-0.5625,0.573775404,16,1.863755616
1247,chr21:43240000-43970000,-0.5625,0.573775404,16,2.040065557
1271,chr22:24210000-24970000,-0.5625,0.573775404,16,1.776625916
1336,chrX:11150000-11940000,-0.5625,0.573775404,16,2.185921243
1511,chr2:27920000-28700000,-0.5625,0.573775404,16,1.925263496
2186,chr6:164570000-165350000,-0.5625,0.573775404,16,1.948472432
2198,chr6:76620000-77360000,-0.5625,0.573775404,16,1.719857489
2373,chr7:33210000-33990000,-0.5625,0.573775404,16,1.966751555
2420,chr7:158390000-159120000,-0.5625,0.573775404,16,1.805937625
1,chr10:46940000-47760000,-0.5625,0.573775404,16,2.1121473
152,chr11:119260000-120030000,-0.5625,0.573775404,16,2.192148685
297,chr12:70240000-70990000,-0.5625,0.573775404,16,1.824855307
326,chr12:105810000-106570000,-0.5625,0.573775404,16,2.006657532
479,chr14:64050000-64810000,-0.5625,0.573775404,16,1.999340779
681,chr16:75990000-76730000,-0.5625,0.573775404,16,2.038980716
812,chr17:71410000-72170000,-0.5625,0.573775404,16,1.685973812
964,chr1:223880000-224650000,-0.5625,0.573775404,16,1.845803834
1079,chr1:169870000-170640000,-0.5625,0.573775404,16,2.018942826
1125,chr1:240890000-241640000,-0.5625,0.573775404,16,1.742731166
1191,chr20:31970000-32750000,-0.5625,0.573775404,16,1.995307401
1196,chr20:39590000-40320000,-0.5625,0.573775404,16,1.85757173
1309,chrX:149110000-149880000,-0.5625,0.573775404,16,1.948291248
1417,chr2:37380000-38110000,-0.5625,0.573775404,16,1.855299392
1447,chr2:57930000-58690000,-0.5625,0.573775404,16,2.68948156
1453,chr2:105940000-106700000,-0.5625,0.573775404,16,2.232565946
1492,chr2:158120000-158870000,-0.5625,0.573775404,16,2.547490994
1521,chr2:63010000-63790000,-0.5625,0.573775404,16,1.757213051
1561,chr2:13310000-14070000,-0.5625,0.573775404,16,2.09761191
1589,chr2:237210000-237980000,-0.5625,0.573775404,16,1.888841297
1708,chr3:14200000-14980000,-0.5625,0.573775404,16,1.884068378
1929,chr4:13650000-14430000,-0.5625,0.573775404,16,1.715877429
1988,chr5:34960000-35750000,-0.5625,0.573775404,16,1.68115525
2138,chr6:149320000-150080000,-0.5625,0.573775404,16,2.103294752
2195,chr6:3260000-4010000,-0.5625,0.573775404,16,1.774595622
2203,chr6:70990000-71720000,-0.5625,0.573775404,16,2.291855451
2361,chr7:96710000-97480000,-0.5625,0.573775404,16,1.910607922
2408,chr7:128050000-128850000,-0.5625,0.573775404,16,1.712265389
2423,chr7:40990000-41740000,-0.5625,0.573775404,16,1.805497575
2457,chr8:9020000-9800000,-0.5625,0.573775404,16,2.013734191
2619,chr9:103390000-104110000,-0.5625,0.573775404,16,1.813698363
77,chr10:89580000-90310000,-0.5625,0.573775404,16,2.119416423
153,chr11:92660000-93420000,-0.5625,0.573775404,16,2.128912542
506,chr14:99910000-100680000,-0.5625,0.573775404,16,1.93827427
525,chr14:93330000-94100000,-0.5625,0.573775404,16,1.850898435
1193,chr20:20820000-21590000,-0.5625,0.573775404,16,2.107020586
1458,chr2:162280000-163020000,-0.5625,0.573775404,16,1.691289907
1498,chr2:176210000-176960000,-0.5625,0.573775404,16,1.745136473
1721,chr3:125420000-126200000,-0.5625,0.573775404,16,1.967289892
1781,chr3:47460000-48220000,-0.5625,0.573775404,16,1.684464434
1858,chr4:158130000-158890000,-0.5625,0.573775404,16,1.763847313
1873,chr4:122760000-123520000,-0.5625,0.573775404,16,2.146699508
1977,chr5:34180000-34920000,-0.5625,0.573775404,16,1.832122803
2354,chr7:123720000-124480000,-0.5625,0.573775404,16,1.696425887
2400,chr7:36460000-37230000,-0.5625,0.573775404,16,1.676696991
2538,chr8:38970000-39720000,-0.5625,0.573775404,16,1.766362276
2552,chr8:40110000-40860000,-0.5625,0.573775404,16,1.986927499
2671,chr9:119470000-120220000,-0.5625,0.573775404,16,1.535785549
344,chr12:82770000-83540000,-0.5625,0.573775404,16,2.239611401
359,chr12:3190000-3930000,-0.5625,0.573775404,16,1.889668947
617,chr15:62630000-63390000,-0.5625,0.573775404,16,1.907882221
666,chr16:14000000-14770000,-0.5625,0.573775404,16,1.673769842
846,chr18:48330000-49090000,-0.5625,0.573775404,16,2.409372957
998,chr1:150210000-150970000,-0.5625,0.573775404,16,2.072116786
1207,chr20:7980000-8720000,-0.5625,0.573775404,16,1.737018111
2054,chr5:105450000-106230000,-0.5625,0.573775404,16,2.104027821
2201,chr6:44570000-45330000,-0.5625,0.573775404,16,1.975490754
2397,chr7:111390000-112110000,-0.5625,0.573775404,16,1.704226763
2525,chr8:55640000-56380000,-0.5625,0.573775404,16,1.854137112
33,chr10:54570000-55330000,-0.5625,0.573775404,16,1.816034696
1215,chr20:24070000-24810000,-0.5625,0.573775404,16,1.570153213
1510,chr2:75130000-75860000,-0.5625,0.573775404,16,1.61891906
1848,chr4:184370000-185120000,-0.5625,0.573775404,16,1.792907677
65,chr10:77040000-77790000,-0.5625,0.573775404,16,2.175031976
20,chr10:81250000-82030000,-0.5625,0.573775404,16,2.000521089
328,chr12:41610000-42420000,-0.558823529,0.576282163,17,1.725025304
526,chr14:90450000-91260000,-0.558823529,0.576282163,17,1.966307955
269,chr12:108060000-108900000,-0.558823529,0.576282163,17,1.837387517
330,chr12:49440000-50230000,-0.558823529,0.576282163,17,1.988186305
511,chr14:29190000-29990000,-0.558823529,0.576282163,17,2.133593446
1214,chr20:15680000-16470000,-0.558823529,0.576282163,17,2.008297522
1355,chrX:130950000-131770000,-0.558823529,0.576282163,17,1.893056964
1476,chr2:49860000-50660000,-0.558823529,0.576282163,17,1.733276934
288,chr12:5230000-6040000,-0.558823529,0.576282163,17,1.899308676
768,chr17:2640000-3430000,-0.558823529,0.576282163,17,1.787984487
778,chr17:48480000-49300000,-0.558823529,0.576282163,17,1.852186052
961,chr1:224680000-225470000,-0.558823529,0.576282163,17,1.998721013
1013,chr1:114490000-115280000,-0.558823529,0.576282163,17,1.890021739
1073,chr1:157130000-157920000,-0.558823529,0.576282163,17,1.922094124
1189,chr20:17460000-18260000,-0.558823529,0.576282163,17,1.938346241
1872,chr4:159590000-160370000,-0.558823529,0.576282163,17,2.141102285
1985,chr5:137080000-137860000,-0.558823529,0.576282163,17,1.867327567
2187,chr6:142980000-143760000,-0.558823529,0.576282163,17,1.965733959
2502,chr8:107950000-108790000,-0.558823529,0.576282163,17,1.750166048
93,chr10:122680000-123480000,-0.558823529,0.576282163,17,1.738229901
160,chr11:70310000-71120000,-0.558823529,0.576282163,17,1.84849149
294,chr12:112120000-112910000,-0.558823529,0.576282163,17,1.717142787
428,chr13:78710000-79550000,-0.558823529,0.576282163,17,1.801500245
534,chr14:56950000-57790000,-0.558823529,0.576282163,17,1.903523536
810,chr17:69740000-70540000,-0.558823529,0.576282163,17,1.914053883
997,chr1:92460000-93270000,-0.558823529,0.576282163,17,2.049484482
999,chr1:19200000-20040000,-0.558823529,0.576282163,17,1.793706602
1032,chr1:45180000-45960000,-0.558823529,0.576282163,17,1.854097347
1042,chr1:83530000-84320000,-0.558823529,0.576282163,17,1.923804993
1296,chr22:30910000-31710000,-0.558823529,0.576282163,17,1.825539118
1480,chr2:10950000-11800000,-0.558823529,0.576282163,17,1.942474218
1573,chr2:43040000-43810000,-0.558823529,0.576282163,17,2.038754583
1740,chr3:33910000-34750000,-0.558823529,0.576282163,17,1.784734219
1755,chr3:30930000-31740000,-0.558823529,0.576282163,17,2.363247208
1893,chr4:99040000-99840000,-0.558823529,0.576282163,17,2.059976008
2024,chr5:114600000-115410000,-0.558823529,0.576282163,17,2.014730619
2162,chr6:157720000-158520000,-0.558823529,0.576282163,17,2.315288458
2227,chr6:155880000-156680000,-0.558823529,0.576282163,17,1.772725142
2340,chr7:117030000-117840000,-0.558823529,0.576282163,17,2.154547143
2536,chr8:74190000-74980000,-0.558823529,0.576282163,17,1.871743601
21,chr10:19190000-19960000,-0.558823529,0.576282163,17,1.840949743
151,chr11:128880000-129660000,-0.558823529,0.576282163,17,1.96129358
203,chr11:132940000-133710000,-0.558823529,0.576282163,17,2.099944363
426,chr13:60240000-61010000,-0.558823529,0.576282163,17,2.148121691
494,chr14:76140000-76910000,-0.558823529,0.576282163,17,1.855343406
554,chr14:75310000-76120000,-0.558823529,0.576282163,17,2.284012783
616,chr15:46590000-47400000,-0.558823529,0.576282163,17,1.732280723
696,chr16:52170000-52960000,-0.558823529,0.576282163,17,1.807258397
762,chr17:4010000-4830000,-0.558823529,0.576282163,17,1.888556624
1093,chr1:117680000-118470000,-0.558823529,0.576282163,17,2.012814758
1107,chr1:38490000-39300000,-0.558823529,0.576282163,17,1.819135486
1275,chr22:39930000-40750000,-0.558823529,0.576282163,17,1.875243009
1357,chrX:107880000-108670000,-0.558823529,0.576282163,17,1.807558034
1383,chrX:39550000-40360000,-0.558823529,0.576282163,17,1.938429848
1513,chr2:160030000-160840000,-0.558823529,0.576282163,17,2.402007389
1719,chr3:64530000-65310000,-0.558823529,0.576282163,17,1.898579343
1815,chr4:60180000-60960000,-0.558823529,0.576282163,17,1.916125914
1881,chr4:180770000-181590000,-0.558823529,0.576282163,17,1.93007674
2192,chr6:134460000-135260000,-0.558823529,0.576282163,17,1.799594952
2555,chr8:49030000-49840000,-0.558823529,0.576282163,17,1.854247429
30,chr10:119210000-120050000,-0.558823529,0.576282163,17,1.914127135
167,chr11:110340000-111120000,-0.558823529,0.576282163,17,1.919288617
176,chr11:64540000-65330000,-0.558823529,0.576282163,17,1.849604415
237,chr11:134140000-134940000,-0.558823529,0.576282163,17,1.865758466
259,chr12:13410000-14240000,-0.558823529,0.576282163,17,2.291643098
598,chr15:91840000-92620000,-0.558823529,0.576282163,17,2.149507179
603,chr15:98980000-99780000,-0.558823529,0.576282163,17,2.003256117
836,chr18:56030000-56810000,-0.558823529,0.576282163,17,1.785523161
860,chr18:46190000-46990000,-0.558823529,0.576282163,17,2.022518189
896,chr19:57900000-58720000,-0.558823529,0.576282163,17,1.951054272
1021,chr1:211840000-212620000,-0.558823529,0.576282163,17,1.832785532
1282,chr22:18890000-19670000,-0.558823529,0.576282163,17,1.834169076
1352,chrX:6180000-7000000,-0.558823529,0.576282163,17,1.760775846
1707,chr3:24760000-25560000,-0.558823529,0.576282163,17,1.854177871
1758,chr3:117790000-118560000,-0.558823529,0.576282163,17,1.895613081
1765,chr3:57130000-57910000,-0.558823529,0.576282163,17,2.191406537
1880,chr4:11800000-12640000,-0.558823529,0.576282163,17,1.95698775
2239,chr6:4200000-5030000,-0.558823529,0.576282163,17,2.151542913
2289,chr7:157510000-158320000,-0.558823529,0.576282163,17,1.845275214
2618,chr9:78960000-79770000,-0.558823529,0.576282163,17,1.982478156
39,chr10:72650000-73470000,-0.558823529,0.576282163,17,2.02807649
164,chr11:124490000-125300000,-0.558823529,0.576282163,17,2.04689094
249,chr12:131580000-132400000,-0.558823529,0.576282163,17,1.959722416
709,chr16:3560000-4390000,-0.558823529,0.576282163,17,1.802271006
807,chr17:72950000-73770000,-0.558823529,0.576282163,17,1.737412028
913,chr19:43110000-43910000,-0.558823529,0.576282163,17,1.700797709
1291,chr22:35700000-36530000,-0.558823529,0.576282163,17,1.901519624
1329,chrX:37440000-38240000,-0.558823529,0.576282163,17,1.665142807
1514,chr2:29480000-30290000,-0.558823529,0.576282163,17,1.773351587
1516,chr2:228780000-229570000,-0.558823529,0.576282163,17,1.808646168
1530,chr2:135710000-136540000,-0.558823529,0.576282163,17,1.801550464
1675,chr3:137880000-138660000,-0.558823529,0.576282163,17,2.028400577
1692,chr3:184530000-185340000,-0.558823529,0.576282163,17,1.945490749
1728,chr3:176700000-177520000,-0.558823529,0.576282163,17,2.088296252
1762,chr3:122460000-123300000,-0.558823529,0.576282163,17,1.896785083
1768,chr3:100560000-101380000,-0.558823529,0.576282163,17,2.141817626
1883,chr4:142150000-142960000,-0.558823529,0.576282163,17,1.910493927
2208,chr6:89670000-90500000,-0.558823529,0.576282163,17,2.189095867
2280,chr6:140440000-141230000,-0.558823529,0.576282163,17,1.75338731
2384,chr7:38770000-39570000,-0.558823529,0.576282163,17,2.036257272
2483,chr8:8070000-8860000,-0.558823529,0.576282163,17,2.074571785
2633,chr9:93660000-94490000,-0.558823529,0.576282163,17,1.844718103
2659,chr9:121250000-122060000,-0.558823529,0.576282163,17,1.756697755
186,chr11:16760000-17570000,-0.558823529,0.576282163,17,2.242208034
606,chr15:88980000-89760000,-0.558823529,0.576282163,17,1.965408845
1506,chr2:158890000-159660000,-0.558823529,0.576282163,17,1.974222884
1626,chr3:194160000-194980000,-0.558823529,0.576282163,17,1.762801736
1833,chr4:87360000-88160000,-0.558823529,0.576282163,17,2.525308132
1895,chr4:151190000-151990000,-0.558823529,0.576282163,17,2.083482995
2085,chr5:7890000-8690000,-0.558823529,0.576282163,17,1.93583168
2395,chr7:125630000-126440000,-0.558823529,0.576282163,17,1.901010868
2492,chr8:104690000-105490000,-0.558823529,0.576282163,17,1.666870307
278,chr12:11670000-12500000,-0.558823529,0.576282163,17,1.834826255
527,chr14:80500000-81350000,-0.558823529,0.576282163,17,1.619628976
1690,chr3:174680000-175490000,-0.558823529,0.576282163,17,2.235303144
2225,chr6:146290000-147070000,-0.558823529,0.576282163,17,2.113914423
2644,chr9:81060000-81860000,-0.558823529,0.576282163,17,1.716516512
253,chr12:37850000-38680000,-0.558823529,0.576282163,17,1.833383331
625,chr15:96910000-97800000,-0.555555556,0.578514722,18,2.03374991
925,chr19:49140000-49980000,-0.555555556,0.578514722,18,1.771682321
1436,chr2:183000000-183900000,-0.555555556,0.578514722,18,2.186423528
85,chr10:87280000-88130000,-0.555555556,0.578514722,18,1.951065985
301,chr12:45510000-46360000,-0.555555556,0.578514722,18,2.410411726
435,chr13:46070000-46920000,-0.555555556,0.578514722,18,2.122897236
1015,chr1:228780000-229630000,-0.555555556,0.578514722,18,1.991142585
1173,chr20:25410000-26290000,-0.555555556,0.578514722,18,2.837992158
718,chr16:79650000-80510000,-0.555555556,0.578514722,18,2.133569879
901,chr19:45390000-46210000,-0.555555556,0.578514722,18,2.146006404
1150,chr1:9650000-10520000,-0.555555556,0.578514722,18,2.289554018
1937,chr4:4990000-5840000,-0.555555556,0.578514722,18,1.731717249
2182,chr6:75060000-75920000,-0.555555556,0.578514722,18,1.700617355
2564,chr8:67570000-68410000,-0.555555556,0.578514722,18,2.306239595
53,chr10:116030000-116900000,-0.555555556,0.578514722,18,2.017770464
503,chr14:101220000-102100000,-0.555555556,0.578514722,18,2.033539645
517,chr14:31040000-31880000,-0.555555556,0.578514722,18,2.03472056
784,chr17:12060000-12930000,-0.555555556,0.578514722,18,2.342668919
789,chr17:5460000-6330000,-0.555555556,0.578514722,18,1.759271518
828,chr18:14500000-15400000,-0.555555556,0.578514722,18,1.85772707
1220,chr20:24080000-24920000,-0.555555556,0.578514722,18,1.779141779
1224,chr20:10660000-11530000,-0.555555556,0.578514722,18,1.855826801
1490,chr2:209240000-210100000,-0.555555556,0.578514722,18,1.817543211
1710,chr3:96580000-97440000,-0.555555556,0.578514722,18,1.728698614
1851,chr4:82300000-83190000,-0.555555556,0.578514722,18,1.676570003
1871,chr4:12720000-13580000,-0.555555556,0.578514722,18,1.925995087
2537,chr8:51640000-52460000,-0.555555556,0.578514722,18,1.864044208
2558,chr8:130820000-131700000,-0.555555556,0.578514722,18,1.924384261
845,chr18:72330000-73200000,-0.555555556,0.578514722,18,2.094927542
1045,chr1:84360000-85240000,-0.555555556,0.578514722,18,1.900584381
1051,chr1:214860000-215720000,-0.555555556,0.578514722,18,1.765221261
1200,chr20:62110000-62960000,-0.555555556,0.578514722,18,1.971347566
1250,chr21:37490000-38330000,-0.555555556,0.578514722,18,2.393162848
1341,chrX:78740000-79560000,-0.555555556,0.578514722,18,1.781537418
1415,chr2:166190000-167020000,-0.555555556,0.578514722,18,1.762160665
1497,chr2:207530000-208380000,-0.555555556,0.578514722,18,1.807718043
1660,chr3:85840000-86660000,-0.555555556,0.578514722,18,1.836939048
1665,chr3:69040000-69890000,-0.555555556,0.578514722,18,1.774776898
1744,chr3:179470000-180320000,-0.555555556,0.578514722,18,1.963166733
1826,chr4:127530000-128400000,-0.555555556,0.578514722,18,1.988083008
1874,chr4:167080000-167930000,-0.555555556,0.578514722,18,1.821757512
1943,chr4:104920000-105780000,-0.555555556,0.578514722,18,1.854592192
2172,chr6:25150000-26010000,-0.555555556,0.578514722,18,2.227624616
2191,chr6:82940000-83760000,-0.555555556,0.578514722,18,1.883591128
2303,chr7:97630000-98470000,-0.555555556,0.578514722,18,1.858457471
42,chr10:100210000-101080000,-0.555555556,0.578514722,18,1.753359444
158,chr11:84430000-85280000,-0.555555556,0.578514722,18,2.005988885
163,chr11:108830000-109660000,-0.555555556,0.578514722,18,1.865693345
166,chr11:123630000-124460000,-0.555555556,0.578514722,18,1.885514527
207,chr11:19060000-19940000,-0.555555556,0.578514722,18,1.874439192
285,chr12:1910000-2780000,-0.555555556,0.578514722,18,2.04914843
358,chr12:52520000-53390000,-0.555555556,0.578514722,18,1.818513116
627,chr15:40800000-41700000,-0.555555556,0.578514722,18,1.899069366
856,chr18:54380000-55220000,-0.555555556,0.578514722,18,1.835093135
1136,chr1:202130000-202970000,-0.555555556,0.578514722,18,1.975453073
1456,chr2:180960000-181830000,-0.555555556,0.578514722,18,2.062170217
1496,chr2:32960000-33830000,-0.555555556,0.578514722,18,1.932645655
