"","tad","lambdan","power","n","max.lambdan"
"1210","chr20:10520000-11540000","4.39625888431457e-15","0.9999999999999964","21","1.8667431362714775"
"1211","chr20:37230000-37680000","7.850462293418875e-16","0.9999999999999993","10","1.8408726566442108"
"1212","chr20:46310000-47230000","-1.88411095042053e-15","0.9999999999999984","19","1.756969087326442"
"1213","chr20:46340000-46820000","0.0","1.0","11","1.6949306170232958"
"1214","chr20:15680000-16470000","1.570092458683775e-15","0.9999999999999987","17","2.0082975216792667"
"1215","chr20:24070000-24810000","6.2803698347351e-16","0.9999999999999996","16","1.5701532130206073"
"1216","chr20:16790000-17420000","-3.14018491736755e-16","0.9999999999999998","14","1.83721966481486"
"1217","chr20:44600000-45070000","-1.88411095042053e-15","0.9999999999999984","10","1.871139213075907"
"1218","chr20:56170000-56760000","-2.0411201962889075e-15","0.9999999999999983","13","1.9332531634594976"
"1219","chr20:33400000-34020000","-9.42055475210265e-16","0.9999999999999992","13","1.6466914659794183"
"1220","chr20:24080000-24920000","2.198129442157285e-15","0.9999999999999982","18","1.7791417794505264"
"1221","chr20:43920000-44410000","-1.4130832128153975e-15","0.9999999999999989","11","1.8357583961637878"
"1222","chr20:13290000-13780000","1.25607396694702e-15","0.9999999999999989","11","2.0299878902055974"
"1223","chr20:43750000-44410000","-9.42055475210265e-16","0.9999999999999992","14","1.6456413000937504"
"1224","chr20:10660000-11530000","-3.14018491736755e-16","0.9999999999999998","18","1.8558268008560908"
"1225","chr20:32840000-33380000","3.14018491736755e-16","0.9999999999999998","12","1.8864330999732108"
"1226","chr20:8780000-9330000","1.0990647210786425e-15","0.9999999999999991","12","1.7160369697866769"
"1227","chr20:22670000-23320000","-1.570092458683775e-15","0.9999999999999988","14","1.9923387951734326"
"1228","chr20:30720000-31260000","7.850462293418875e-16","0.9999999999999993","12","1.9617663148914957"
"1229","chr20:31440000-31900000","3.14018491736755e-16","0.9999999999999998","10","1.6609681047061517"
"1230","chr20:18590000-19170000","3.76822190084106e-15","0.9999999999999969","13","1.881783991825296"
"1231","chr20:34040000-34530000","-1.4130832128153975e-15","0.9999999999999989","11","1.9376026291394033"
"1232","chr20:7360000-7870000","-9.42055475210265e-16","0.9999999999999992","11","1.677260127274344"
"1233","chr20:33410000-33860000","1.88411095042053e-15","0.9999999999999984","10","1.8172913876138492"
"1234","chr20:36190000-36650000","1.88411095042053e-15","0.9999999999999984","10","2.127541528691202"
"1235","chr20:6790000-7260000","2.0411201962889075e-15","0.9999999999999984","11","1.6354460992350561"
"1236","chr21:20130000-22180000","4.710277376051325e-16","0.9999999999999996","42","1.8210460515634768"
"1237","chr21:22360000-24190000","-6.2803698347351e-16","0.9999999999999994","37","1.91914951242603"
"1238","chr21:28140000-30130000","-6.2803698347351e-16","0.9999999999999994","41","2.0633052746161855"
"1239","chr21:41330000-42470000","0.0","1.0","24","1.8976193187859174"
"1240","chr21:30320000-30770000","1.25607396694702e-15","0.9999999999999989","10","1.8453601057217872"
"1241","chr21:41110000-42470000","2.198129442157285e-15","0.9999999999999982","28","1.913433521363918"
"1242","chr21:35020000-36010000","-2.0411201962889075e-15","0.9999999999999983","21","1.6940290762748733"
"1243","chr21:35020000-35730000","-1.570092458683775e-15","0.9999999999999988","15","1.7844078070456804"
"1244","chr21:40890000-42490000","6.2803698347351e-16","0.9999999999999996","33","1.8550343223277816"
"1245","chr21:46360000-47380000","4.710277376051325e-16","0.9999999999999996","21","1.8647272194063351"
"1246","chr21:18750000-19330000","-9.42055475210265e-16","0.9999999999999992","12","1.769771028578646"
"1247","chr21:43240000-43970000","-6.2803698347351e-16","0.9999999999999994","16","2.040065556867994"
"1248","chr21:33990000-34900000","2.9831756714991722e-15","0.9999999999999976","19","1.6812939503096285"
"1249","chr21:45750000-48100000","1.570092458683775e-15","0.9999999999999987","47","2.2526955888284195"
"1250","chr21:37490000-38330000","6.2803698347351e-16","0.9999999999999996","18","2.3931628483321163"
"1251","chr21:31370000-32450000","-1.88411095042053e-15","0.9999999999999984","22","2.1373829104724082"
"1252","chr21:39050000-39790000","1.0990647210786425e-15","0.9999999999999991","15","1.7448545123762624"
"1253","chr21:33990000-34560000","-1.0990647210786425e-15","0.9999999999999991","13","1.9237599968331591"
"1254","chr21:38450000-39010000","-9.42055475210265e-16","0.9999999999999992","12","2.2119736702124677"
"1255","chr21:36060000-37410000","-2.826166425630795e-15","0.9999999999999978","28","2.083708086304395"
"1256","chr21:32470000-32980000","-1.0990647210786425e-15","0.9999999999999991","11","1.8514615583896252"
"1257","chr21:37780000-38310000","-2.0411201962889075e-15","0.9999999999999983","12","1.775593061858869"
"1258","chr21:40080000-40510000","1.88411095042053e-15","0.9999999999999984","10","1.8713441278065925"
"1259","chr21:35280000-35720000","1.88411095042053e-15","0.9999999999999984","10","1.944359849150135"
"1260","chr21:33160000-33640000","-1.0990647210786425e-15","0.9999999999999991","10","2.1532786206003767"
"1261","chr21:36100000-36780000","-1.88411095042053e-15","0.9999999999999984","14","2.058822451021566"
"1262","chr21:26250000-26750000","-2.0411201962889075e-15","0.9999999999999983","10","1.6662198657962795"
"1263","chr21:47560000-48110000","0.0","1.0","12","2.4993655320587114"
"1264","chr21:36810000-37400000","2.6691571797624175e-15","0.9999999999999978","12","1.7226218010050336"
"1265","chr22:18880000-19930000","1.7271017045521525e-15","0.9999999999999987","22","2.2718797679209417"
"1266","chr22:33620000-35640000","2.51214793389404e-15","0.999999999999998","41","2.952824144891596"
"1267","chr22:29710000-31720000","-3.14018491736755e-16","0.9999999999999998","41","2.141256529916511"
"1268","chr22:25460000-26780000","-1.0990647210786425e-15","0.9999999999999991","27","1.9356695409140436"
"1269","chr22:42060000-43530000","-2.198129442157285e-15","0.9999999999999982","30","1.8757773432044147"
"1270","chr22:50150000-51230000","-1.570092458683775e-16","0.9999999999999999","22","1.9915683179288033"
"1271","chr22:24210000-24970000","-1.25607396694702e-15","0.999999999999999","16","1.7766259160745903"
"1272","chr22:32910000-33600000","1.3659804390548841e-14","0.9999999999999891","14","2.13629532534695"
"1273","chr22:32920000-33390000","3.2971941632359274e-15","0.9999999999999973","10","1.9837883960110776"
"1274","chr22:17550000-18010000","-2.6691571797624175e-15","0.9999999999999979","10","1.8878283486472984"
"1275","chr22:39930000-40750000","2.198129442157285e-15","0.9999999999999982","17","1.8752430092451982"
"1276","chr22:50660000-51230000","3.14018491736755e-16","0.9999999999999998","12","1.7525619102194492"
"1277","chr22:43590000-45150000","-1.25607396694702e-15","0.999999999999999","32","2.12883547251375"
"1278","chr22:42060000-43000000","-6.90840681820861e-15","0.9999999999999944","19","2.0737477486583673"
"1279","chr22:24240000-24660000","6.2803698347351e-16","0.9999999999999996","10","1.7931257186471607"
"1280","chr22:27130000-28180000","-1.25607396694702e-15","0.999999999999999","22","2.2737201623056444"
"1281","chr22:36920000-37920000","-3.14018491736755e-16","0.9999999999999998","21","1.8191639008733573"
"1282","chr22:18890000-19670000","-6.2803698347351e-16","0.9999999999999994","17","1.8341690755038642"
"1283","chr22:47600000-48900000","-1.88411095042053e-15","0.9999999999999984","26","2.0932386489625916"
"1284","chr22:30000000-30480000","4.710277376051325e-16","0.9999999999999996","10","1.622930337762828"
"1285","chr22:48940000-49700000","9.42055475210265e-16","0.9999999999999993","16","2.1059851047894718"
"1286","chr22:34530000-35620000","8.321490031024007e-15","0.9999999999999933","23","1.7057355901437896"
"1287","chr22:33650000-34320000","3.14018491736755e-16","0.9999999999999998","14","1.8328245091559239"
"1288","chr22:44340000-45060000","2.198129442157285e-15","0.9999999999999982","16","2.0045148531450305"
"1289","chr22:28440000-28950000","4.710277376051325e-16","0.9999999999999996","11","1.6584790045541642"
"1290","chr22:28990000-29660000","-2.9831756714991722e-15","0.9999999999999977","15","1.9756677621950223"
"1291","chr22:35700000-36530000","1.25607396694702e-15","0.9999999999999989","17","1.9015196244424752"
"1292","chr22:38400000-39080000","-2.826166425630795e-15","0.9999999999999978","14","1.640576822941587"
"1293","chr22:36930000-37610000","2.0411201962889075e-15","0.9999999999999984","15","2.006547727730539"
"1294","chr22:26250000-26740000","-2.6691571797624175e-15","0.9999999999999979","10","1.6594733001758577"
"1295","chr22:39140000-39720000","-9.42055475210265e-16","0.9999999999999992","13","1.782555942817504"
"1296","chr22:30910000-31710000","3.925231146709437e-15","0.9999999999999969","17","1.8255391178349039"
"1297","chr22:43600000-44300000","-9.42055475210265e-16","0.9999999999999992","14","1.7416184798401626"
"1298","chr22:32370000-32880000","-3.14018491736755e-16","0.9999999999999998","11","1.7302835932655212"
"1299","chr22:36010000-36520000","-1.570092458683775e-16","0.9999999999999999","11","1.577526253316541"
"1300","chr22:39930000-40420000","3.76822190084106e-15","0.9999999999999969","11","1.7518691276686575"
"1301","chr22:43010000-43540000","-4.710277376051325e-16","0.9999999999999997","11","1.9940006901928762"
"1302","chr22:31740000-32350000","4.7102773760513246e-15","0.9999999999999962","13","1.6884931818376843"
"1303","chr22:40770000-41210000","2.0411201962889075e-15","0.9999999999999984","10","1.5017366948636939"
"1304","chrX:51220000-51910000","1.4130832128153975e-15","0.9999999999999989","15","1.7478453117209596"
"1305","chrX:350000-1040000","7.850462293418875e-16","0.9999999999999993","14","1.8203023833521015"
"1306","chrX:62470000-64740000","-1.0990647210786425e-15","0.9999999999999991","46","1.8644897188108336"
"1307","chrX:144430000-146910000","-7.850462293418875e-16","0.9999999999999993","51","1.9549332663074939"
"1308","chrX:120770000-122170000","-4.710277376051325e-16","0.9999999999999997","29","1.8694811364916222"
"1309","chrX:149110000-149880000","0.0","1.0","16","1.9482912484564037"
"1310","chrX:22070000-23430000","4.710277376051325e-16","0.9999999999999996","28","1.8330928299654476"
"1311","chrX:150950000-151650000","1.570092458683775e-15","0.9999999999999987","14","1.7554746705526578"
"1312","chrX:48450000-48950000","-6.2803698347351e-16","0.9999999999999994","10","1.6879977496332172"
"1313","chrX:43770000-45090000","-3.76822190084106e-15","0.999999999999997","27","3.0438019484225203"
"1314","chrX:65990000-67310000","-2.3551386880256623e-15","0.9999999999999981","28","1.7621036889536934"
"1315","chrX:2800000-3740000","-6.2803698347351e-16","0.9999999999999994","19","1.7883453048547984"
"1316","chrX:112310000-113330000","-7.850462293418875e-16","0.9999999999999993","21","1.7763161806821386"
"1317","chrX:21970000-23650000","1.4130832128153975e-15","0.9999999999999989","34","1.9023364192422627"
"1318","chrX:137840000-139090000","-6.2803698347351e-16","0.9999999999999994","26","1.8433996541888589"
"1319","chrX:33400000-34340000","3.14018491736755e-16","0.9999999999999998","19","2.0781963158733983"
"1320","chrX:75490000-76640000","0.0","1.0","24","1.8535742390032044"
"1321","chrX:119080000-119600000","9.42055475210265e-16","0.9999999999999993","11","1.8098373371246241"
"1322","chrX:102750000-103420000","3.14018491736755e-16","0.9999999999999998","14","1.6690180942196784"
"1323","chrX:38500000-40390000","1.570092458683775e-16","0.9999999999999998","38","1.9554113191815643"
"1324","chrX:37310000-38200000","-1.0990647210786425e-15","0.9999999999999991","18","1.7295737301537975"
"1325","chrX:19380000-20150000","3.14018491736755e-16","0.9999999999999998","16","1.9610719491553275"
"1326","chrX:20540000-21740000","-6.2803698347351e-16","0.9999999999999994","25","1.9310985806972565"
"1327","chrX:70190000-70890000","0.0","1.0","15","1.9035303112104476"
"1328","chrX:20550000-21530000","-1.4130832128153975e-15","0.9999999999999989","20","1.9937051671056865"
"1329","chrX:37440000-38240000","-1.0990647210786425e-15","0.9999999999999991","17","1.6651428069157461"
"1330","chrX:53260000-54050000","6.2803698347351e-16","0.9999999999999996","16","2.004648933070785"
"1331","chrX:32380000-33350000","4.710277376051325e-16","0.9999999999999996","20","1.6854586429563132"
"1332","chrX:14060000-15300000","-1.570092458683775e-15","0.9999999999999988","25","1.9631333267831024"
"1333","chrX:64750000-65960000","1.570092458683775e-16","0.9999999999999998","25","1.9291525318360534"
"1334","chrX:41630000-43420000","-1.570092458683775e-15","0.9999999999999988","37","2.0894259983176102"
"1335","chrX:10140000-10680000","-1.570092458683775e-15","0.9999999999999988","12","1.740853215598679"
"1336","chrX:11150000-11940000","-1.25607396694702e-15","0.999999999999999","16","2.1859212427131802"
"1337","chrX:106100000-107330000","1.4130832128153975e-15","0.9999999999999989","25","1.8369548732143075"
"1338","chrX:2830000-3510000","-3.14018491736755e-16","0.9999999999999998","15","1.9288449889979105"
"1339","chrX:45180000-46260000","7.850462293418875e-16","0.9999999999999993","23","1.8675408665509277"
"1340","chrX:26660000-27340000","-1.570092458683775e-16","0.9999999999999999","14","1.730040682082082"
"1341","chrX:78740000-79560000","-7.850462293418875e-16","0.9999999999999993","18","1.7815374180236847"
"1342","chrX:139130000-139800000","1.0990647210786425e-15","0.9999999999999991","14","1.7453303998618965"
"1343","chrX:67710000-68610000","1.0990647210786425e-15","0.9999999999999991","19","1.9164722289855143"
"1344","chrX:110940000-112190000","7.850462293418875e-16","0.9999999999999993","26","1.9065049210337535"
"1345","chrX:7950000-8700000","-1.570092458683775e-16","0.9999999999999999","15","1.864529502516901"
"1346","chrX:80050000-80660000","-3.14018491736755e-16","0.9999999999999998","13","1.9752964796091599"
"1347","chrX:30980000-31690000","7.850462293418875e-16","0.9999999999999993","15","1.8279931379612502"
"1348","chrX:83280000-83940000","-7.850462293418875e-16","0.9999999999999993","14","1.7846445236263035"
"1349","chrX:15690000-16720000","-9.42055475210265e-16","0.9999999999999992","22","2.096273052237935"
"1350","chrX:73790000-74870000","-1.570092458683775e-16","0.9999999999999999","23","1.8597323942545552"
"1351","chrX:76770000-77350000","-1.25607396694702e-15","0.999999999999999","12","1.7518627307808585"
"1352","chrX:6180000-7000000","1.7271017045521525e-15","0.9999999999999987","17","1.7607758464670873"
"1353","chrX:103590000-104230000","-1.570092458683775e-16","0.9999999999999999","14","1.8786495892053139"
"1354","chrX:136290000-137140000","9.42055475210265e-16","0.9999999999999993","18","1.8606707988169446"
"1355","chrX:130950000-131770000","-1.0990647210786425e-15","0.9999999999999991","17","1.8930569644420752"
"1356","chrX:18400000-19360000","1.7271017045521525e-15","0.9999999999999987","20","1.77443709845668"
"1357","chrX:107880000-108670000","-3.14018491736755e-16","0.9999999999999998","17","1.80755803368588"
"1358","chrX:137210000-137830000","4.710277376051325e-16","0.9999999999999996","13","1.6508561147071632"
"1359","chrX:8780000-9740000","4.710277376051325e-16","0.9999999999999996","20","1.8311503695243694"
"1360","chrX:95930000-96970000","-7.850462293418875e-16","0.9999999999999993","22","1.6989570550433017"
"1361","chrX:12050000-12780000","-2.0411201962889075e-15","0.9999999999999983","15","1.5534260859060463"
"1362","chrX:12950000-13510000","-7.850462293418875e-16","0.9999999999999993","12","1.9505227232934224"
"1363","chrX:39110000-40380000","6.2803698347351e-16","0.9999999999999996","26","2.1238485731219066"
"1364","chrX:40490000-40990000","1.570092458683775e-16","0.9999999999999998","11","1.6912125256984323"
"1365","chrX:77790000-78700000","-7.850462293418875e-16","0.9999999999999993","19","1.7941063649554558"
"1366","chrX:108710000-109380000","3.14018491736755e-16","0.9999999999999998","14","1.6610819093126117"
"1367","chrX:84350000-84810000","7.850462293418875e-16","0.9999999999999993","10","1.698923350621404"
"1368","chrX:68660000-69300000","-1.570092458683775e-16","0.9999999999999999","13","1.8336189881787632"
"1369","chrX:23680000-24270000","7.850462293418875e-16","0.9999999999999993","13","1.745521306640553"
"1370","chrX:38520000-39100000","-1.570092458683775e-16","0.9999999999999999","12","2.0173771758604593"
"1371","chrX:130120000-130790000","-3.14018491736755e-16","0.9999999999999998","14","1.7887974642877964"
"1372","chrX:19560000-20150000","-9.42055475210265e-16","0.9999999999999992","12","1.9099488274019123"
"1373","chrX:55740000-56270000","4.710277376051325e-16","0.9999999999999996","12","1.6280900693219922"
"1374","chrX:68030000-68530000","-1.570092458683775e-16","0.9999999999999999","11","1.77231780810923"
"1375","chrX:150300000-150860000","-1.25607396694702e-15","0.999999999999999","12","1.9739272083975505"
"1376","chrX:46280000-46950000","-4.710277376051325e-16","0.9999999999999997","14","1.7201258093835818"
"1377","chrX:128690000-129370000","-1.7271017045521525e-15","0.9999999999999987","15","1.9635581631037902"
"1378","chrX:64790000-65220000","3.14018491736755e-16","0.9999999999999998","10","1.8102074866306874"
"1379","chrX:100070000-100580000","-6.2803698347351e-16","0.9999999999999994","11","1.920402837553084"
"1380","chrX:17140000-17730000","1.570092458683775e-15","0.9999999999999987","13","1.855592683982231"
"1381","chrX:13520000-14060000","9.42055475210265e-16","0.9999999999999993","12","1.6909396154715042"
"1382","chrX:110210000-110710000","-1.570092458683775e-15","0.9999999999999988","11","1.62055134957736"
"1383","chrX:39550000-40360000","-4.710277376051325e-16","0.9999999999999997","17","1.9384298477487973"
"1384","chrX:17780000-18360000","0.0","1.0","13","1.6295540387170921"
"1385","chrX:18410000-18980000","1.0990647210786425e-15","0.9999999999999991","12","1.7142059516985577"
"1386","chrX:29360000-29920000","-1.25607396694702e-15","0.999999999999999","12","1.8364686712427503"
"1387","chrX:6380000-6980000","-9.42055475210265e-16","0.9999999999999992","13","1.9231765475062912"
"1388","chrX:117960000-118480000","3.14018491736755e-16","0.9999999999999998","11","1.555567999990067"
"1389","chrX:24730000-25180000","-7.850462293418875e-16","0.9999999999999993","10","1.7488504288341997"
"1390","chrX:15700000-16220000","3.14018491736755e-16","0.9999999999999998","11","1.9408878074842255"
"1391","chrX:117480000-117950000","0.0","1.0","10","1.9267654662737201"
"1392","chr2:91620000-92320000","7.850462293418875e-16","0.9999999999999993","15","2.260628406626805"
"1393","chr2:15770000-16690000","-3.454203409104305e-15","0.9999999999999972","19","1.8057340888255817"
"1394","chr2:103440000-105580000","-1.570092458683775e-16","0.9999999999999999","44","1.9212011632815091"
"1395","chr2:228750000-230550000","1.570092458683775e-16","0.9999999999999998","36","1.9418192953489823"
"1396","chr2:129540000-130640000","-1.4130832128153975e-15","0.9999999999999989","23","1.8432291928195665"
"1397","chr2:133010000-134410000","4.082240392577815e-15","0.9999999999999967","29","1.9463562585163767"
"1398","chr2:66610000-68250000","7.850462293418875e-16","0.9999999999999993","33","1.9787468709694922"
"1399","chr2:164140000-165280000","1.570092458683775e-15","0.9999999999999987","24","1.840317240863601"
"1400","chr2:29050000-30300000","-1.25607396694702e-15","0.999999999999999","25","2.4525431726195728"
"1401","chr2:129440000-130620000","1.25607396694702e-15","0.9999999999999989","25","2.016959875567097"
"1402","chr2:29150000-30300000","1.88411095042053e-15","0.9999999999999984","23","2.417402253517966"
"1403","chr2:203240000-204730000","-3.14018491736755e-15","0.9999999999999974","31","2.3199797700587337"
"1404","chr2:129470000-130460000","2.3551386880256623e-15","0.9999999999999982","21","1.923789386651151"
"1405","chr2:237170000-238320000","-6.2803698347351e-16","0.9999999999999994","24","1.9036718708807872"
"1406","chr2:97230000-97770000","2.0411201962889075e-15","0.9999999999999984","12","2.0720763680144945"
"1407","chr2:37310000-38990000","-1.25607396694702e-15","0.999999999999999","34","2.2540647256063915"
"1408","chr2:172400000-173580000","-2.198129442157285e-15","0.9999999999999982","24","2.4156249939505625"
"1409","chr2:105940000-107200000","1.570092458683775e-15","0.9999999999999987","26","2.1163500657287604"
"1410","chr2:133000000-134590000","1.25607396694702e-15","0.9999999999999989","32","1.9150148387431754"
"1411","chr2:241970000-242690000","2.9831756714991722e-15","0.9999999999999976","15","1.8099585562224967"
"1412","chr2:164000000-165370000","1.25607396694702e-15","0.9999999999999989","28","1.9060316268228397"
"1413","chr2:107240000-108430000","-6.2803698347351e-16","0.9999999999999994","25","1.8276395726375605"
"1414","chr2:201720000-203120000","-3.14018491736755e-16","0.9999999999999998","29","2.1192275619277106"
"1415","chr2:166190000-167020000","1.25607396694702e-15","0.9999999999999989","18","1.7621606651791244"
"1416","chr2:156810000-158090000","2.0411201962889075e-15","0.9999999999999984","26","1.88778168302658"
"1417","chr2:37380000-38110000","6.2803698347351e-16","0.9999999999999996","16","1.8552993924247807"
"1418","chr2:220570000-222840000","-8.007471539287253e-15","0.9999999999999936","46","1.9939180916781745"
"1419","chr2:62660000-64100000","-6.2803698347351e-16","0.9999999999999994","29","2.0748195498776374"
"1420","chr2:170290000-171760000","-9.42055475210265e-16","0.9999999999999992","31","2.3240264813306477"
"1421","chr2:37360000-38760000","2.198129442157285e-15","0.9999999999999982","29","2.049862246714188"
"1422","chr2:112610000-113330000","2.6691571797624175e-15","0.9999999999999978","15","1.9956063313723003"
"1423","chr2:226540000-227970000","-5.65233285126159e-15","0.9999999999999954","30","2.011912654928456"
"1424","chr2:34230000-35360000","0.0","1.0","24","1.8465222611298455"
"1425","chr2:129080000-130640000","-1.88411095042053e-15","0.9999999999999984","32","2.035071524827311"
"1426","chr2:118770000-120060000","3.14018491736755e-15","0.9999999999999976","27","1.7187834341907788"
"1427","chr2:137190000-138600000","-2.6691571797624175e-15","0.9999999999999979","29","1.9937397082225707"
"1428","chr2:199170000-200470000","1.570092458683775e-16","0.9999999999999998","27","1.941060208665911"
"1429","chr2:204930000-206810000","1.570092458683775e-16","0.9999999999999998","39","1.8732069297554084"
"1430","chr2:207020000-208390000","-1.25607396694702e-15","0.999999999999999","28","1.8098709873293493"
"1431","chr2:98360000-98990000","-2.198129442157285e-15","0.9999999999999982","13","2.0447002298315398"
"1432","chr2:189380000-190290000","1.570092458683775e-15","0.9999999999999987","19","1.7788297890458293"
"1433","chr2:217550000-218590000","-2.51214793389404e-15","0.999999999999998","21","2.1843266399853323"
"1434","chr2:73450000-74820000","1.25607396694702e-15","0.9999999999999989","28","1.975397452318951"
"1435","chr2:190510000-191690000","-2.198129442157285e-15","0.9999999999999982","24","1.9703072142276967"
"1436","chr2:183000000-183900000","-2.826166425630795e-15","0.9999999999999978","18","2.1864235283971394"
"1437","chr2:225210000-225890000","-2.51214793389404e-15","0.999999999999998","14","2.3070468696961557"
"1438","chr2:64200000-65270000","4.710277376051325e-16","0.9999999999999996","22","2.023687368692756"
"1439","chr2:150450000-152100000","1.88411095042053e-15","0.9999999999999984","33","1.8983804353331095"
"1440","chr2:101930000-103110000","-2.198129442157285e-15","0.9999999999999982","25","2.088990440135325"
"1441","chr2:239910000-240940000","4.239249638446192e-15","0.9999999999999967","21","1.871370264981759"
"1442","chr2:239400000-239890000","9.42055475210265e-16","0.9999999999999993","10","1.6318082986995075"
"1443","chr2:191900000-193050000","-1.570092458683775e-16","0.9999999999999999","23","1.8254669147910023"
"1444","chr2:86420000-86940000","-9.42055475210265e-16","0.9999999999999992","11","1.782638700020788"
"1445","chr2:44220000-45780000","2.51214793389404e-15","0.999999999999998","32","2.3665250477389606"
"1446","chr2:231690000-232330000","2.826166425630795e-15","0.9999999999999978","14","1.7568767924757376"
"1447","chr2:57930000-58690000","3.14018491736755e-16","0.9999999999999998","16","2.689481559631684"
"1448","chr2:36060000-36990000","-3.14018491736755e-16","0.9999999999999998","19","1.8445907315974757"
"1449","chr2:122700000-124250000","4.7102773760513246e-15","0.9999999999999962","31","2.297669468559978"
"1450","chr2:173800000-175260000","-3.14018491736755e-16","0.9999999999999998","30","2.797968959284693"
"1451","chr2:170790000-171750000","-1.0990647210786425e-15","0.9999999999999991","20","1.926017115754901"
"1452","chr2:219040000-220250000","4.082240392577815e-15","0.9999999999999967","25","2.0011609065122222"
"1453","chr2:105940000-106700000","3.14018491736755e-16","0.9999999999999998","16","2.232565945962027"
"1454","chr2:241780000-243080000","1.88411095042053e-15","0.9999999999999984","27","2.3466684443886603"
"1455","chr2:84650000-85540000","1.88411095042053e-15","0.9999999999999984","18","2.499673527694477"
"1456","chr2:180960000-181830000","-3.76822190084106e-15","0.999999999999997","18","2.0621702166170737"
"1457","chr2:149860000-150430000","-7.850462293418875e-16","0.9999999999999993","12","1.719432925714234"
"1458","chr2:162280000-163020000","3.14018491736755e-16","0.9999999999999998","16","1.6912899073348264"
"1459","chr2:190510000-191860000","-1.570092458683775e-15","0.9999999999999988","28","2.3282984867997762"
"1460","chr2:197610000-198640000","-1.25607396694702e-15","0.999999999999999","21","2.3459945399561395"
"1461","chr2:226580000-227680000","6.2803698347351e-16","0.9999999999999996","23","1.8266222737175208"
"1462","chr2:73950000-74680000","1.25607396694702e-15","0.9999999999999989","15","1.8242065620968324"
"1463","chr2:62660000-63800000","1.570092458683775e-15","0.9999999999999987","23","2.15264079053869"
"1464","chr2:9280000-10840000","6.2803698347351e-16","0.9999999999999996","32","2.290111704397632"
"1465","chr2:160920000-161900000","-3.925231146709437e-15","0.9999999999999969","20","1.7945005857465697"
"1466","chr2:60970000-62110000","-1.570092458683775e-15","0.9999999999999988","24","2.573785892582251"
"1467","chr2:171090000-171760000","-9.42055475210265e-16","0.9999999999999992","15","1.8205278150157234"
"1468","chr2:44220000-45190000","-2.51214793389404e-15","0.999999999999998","20","1.992093637923789"
"1469","chr2:232710000-233390000","-7.850462293418875e-16","0.9999999999999993","14","1.9104200937832019"
"1470","chr2:71750000-72970000","2.826166425630795e-15","0.9999999999999978","25","1.9128740445764487"
"1471","chr2:222870000-223510000","9.42055475210265e-16","0.9999999999999993","14","1.8180498275927535"
"1472","chr2:212580000-213440000","-3.14018491736755e-16","0.9999999999999998","18","1.8671234678014583"
"1473","chr2:146630000-147350000","1.25607396694702e-15","0.9999999999999989","15","2.0099611697971085"
"1474","chr2:68290000-69180000","-3.14018491736755e-16","0.9999999999999998","19","1.9429321223394607"
"1475","chr2:21630000-22510000","-1.570092458683775e-16","0.9999999999999999","19","1.6897759102210264"
"1476","chr2:49860000-50660000","6.2803698347351e-16","0.9999999999999996","17","1.7332769342465215"
"1477","chr2:155260000-156170000","0.0","1.0","19","2.180882385470649"
"1478","chr2:13190000-14680000","3.14018491736755e-16","0.9999999999999998","31","2.8526536076572673"
"1479","chr2:48040000-48710000","6.2803698347351e-16","0.9999999999999996","15","2.2060094546204665"
"1480","chr2:10950000-11800000","-4.710277376051325e-16","0.9999999999999997","17","1.942474218494605"
"1481","chr2:11270000-11760000","6.2803698347351e-16","0.9999999999999996","11","1.8403412617966355"
"1482","chr2:167380000-168060000","-2.198129442157285e-15","0.9999999999999982","15","1.8929871710220776"
"1483","chr2:134620000-135670000","-2.198129442157285e-15","0.9999999999999982","22","2.3972351911749286"
"1484","chr2:7220000-8910000","5.495323605393212e-15","0.9999999999999956","35","3.066819258348637"
"1485","chr2:9540000-10830000","-7.850462293418875e-16","0.9999999999999993","27","2.0557371708360805"
"1486","chr2:173010000-173580000","7.222425309945365e-15","0.9999999999999942","12","1.9791853021680246"
"1487","chr2:127830000-128990000","-1.25607396694702e-15","0.999999999999999","24","2.097641432673511"
"1488","chr2:45830000-47130000","-3.14018491736755e-15","0.9999999999999974","27","2.1456583831593146"
"1489","chr2:192400000-193040000","0.0","1.0","13","1.7202846539691865"
"1490","chr2:209240000-210100000","2.6691571797624175e-15","0.9999999999999978","18","1.8175432108967717"
"1491","chr2:114260000-114750000","-3.14018491736755e-16","0.9999999999999998","10","1.7161294677898153"
"1492","chr2:158120000-158870000","6.2803698347351e-16","0.9999999999999996","16","2.5474909944782453"
"1493","chr2:153650000-154420000","-2.198129442157285e-15","0.9999999999999982","16","2.0073984456232017"
"1494","chr2:69580000-70520000","-1.7271017045521525e-15","0.9999999999999987","20","2.0022659414307835"
"1495","chr2:147770000-148670000","-1.570092458683775e-15","0.9999999999999988","19","2.211690580577536"
"1496","chr2:32960000-33830000","1.4130832128153975e-15","0.9999999999999989","18","1.9326456551721694"
"1497","chr2:207530000-208380000","1.4130832128153975e-15","0.9999999999999989","18","1.8077180433811797"
"1498","chr2:176210000-176960000","3.14018491736755e-16","0.9999999999999998","16","1.745136473462086"
"1499","chr2:228920000-229570000","1.88411095042053e-15","0.9999999999999984","14","1.7111288008473013"
"1500","chr2:64240000-64730000","-2.3551386880256623e-15","0.9999999999999981","11","1.800781559538305"
